household_id,state_region,township,household_size,monthly_income,has_debt,total_debt,monthly_debt_repayment,savings_duration_weeks,market_access,female_headed_household,disability_present,displacement_status
HH00303,Sagaing,Shwebo,3,518243.0,Yes,686210,49836,8,Yes,No,No,Resident
HH00304,Mon,Mawlamyine,6,617519.0,yes,249170,5000,3,Y,Yes,Yes,Resident
HH00305,Rakhine,Sittwe,6,553431.0,No,0,0,3,Yes,Yes,No,Resident
HH00306,Magway,Pakokku,6,,Yes,212052,80038,2,No,Yes,No,Resident
HH00307,Kachin,Myitkyina,2,212713.0,No,0,0,3,N,No,No,Resident
HH00308,Rakhine,Mrauk-U,4,620459.0,No,0,0,1,Yes,No,No,IDP
HH00309,Kachin,Myitkyina,4,266515.0,Yes,993082,49784,0,Yes,No,No,Resident
HH00310,Magway,Minbu,2,466718.0,Yes,1199690,42712,4,Yes,No,No,Resident
HH00311,Shan North,Lashio,3,466484.0,Y,566696,26419,8,No,No,No,IDP
HH00312,Shan North,Muse,4,507322.0,Yes,996767,169388,8,Yes,No,No,IDP
HH00313,Magway,Minbu,6,480652.0,N,0,0,1,Yes,No,No,Resident
HH00314,Chin,Tedim,3,268114.0,Yes,33364,59423,0,N,No,No,Resident
HH00315,Chin,Matupi,7,,N,0,0,1,Yes,No,No,IDP
HH00316,Shan North,Lashio,5,577023.0,yes,1092673,9887,4,No,Yes,No,Resident
HH00317,Ayeyarwady,Pathein,6,453450.0,Yes,848339,129966,3,No,No,No,Resident
HH00318,Ayeyarwady,Pathein,5,626888 MMK,Yes,677380,99762,12,Yes,Yes,No,IDP
HH00319,Tanintharyi,Dawei,5,411948.0,no,0,0,1,Yes,Yes,No,Resident
HH00320,Ayeyarwady,Pathein,5,167070.0,No,0,0,2,Unknown,No,Yes,Resident
HH00321,Kachin,Myitkyina,8,593903.0,Y,1266316,162679,4,No,No,No,Resident
HH00322,Magway,Minbu,5,353333.0,Yes,628311,51043,1,Yes,Yes,Yes,Resident
HH00323,Shan South,Taunggyi,5,481561.0,Yes,328007,118963,12,Y,Yes,Yes,Resident
HH00324,Mon,Ye,5,303457.0,Y,169879,63634,2,Yes,No,No,Resident
HH00325,Tanintharyi,Kawthaung,6,715974.0,yes,685941,52365,0,Yes,Yes,No,Resident
HH00326,Chin,Matupi,2,262218.0,Yes,747937,190403,0,No,Yes,No,Resident
HH00327,Chin,Hakha,5,359263.0,N,0,0,8,Yes,No,No,IDP
HH00328,Sagaing,Kalay,5,439341.0,Y,607440,55407,3,Yes,No,No,IDP
HH00329,Magway,Magway,8,223407.0,Yes,1005366,85781,4,N,No,No,Resident
HH00330,Rakhine,Kyaukphyu,5,479494.0,Yes,1153768,82411,4,Yes,No,No,IDP
HH00331,Rakhine,Mrauk-U,5,710144.0,Yes,563052,5000,1,Yes,No,No,Resident
HH00332,Kayah,Hpruso,8,331717.0,No,0,0,4,Yes,Yes,No,Resident
HH00333,Kachin,Bhamo,4,491126.0,Y,83093,5000,8,No,No,No,Resident
HH00334,Bago,Bago,3,50000.0,No,0,0,0,No,No,No,Resident
HH00335,Kayin,Myawaddy,3,412993.0,Yes,782769,13699,4,N,No,No,Resident
HH00336,Bago,Bago,2,363652.0,Y,1089452,76361,1,Yes,No,No,Resident
HH00337,Tanintharyi,Kawthaung,1,272670.0,Y,564535,37027,1,Y,No,No,Resident
HH00338,Kachin,Myitkyina,4,614661.0,Y,867791,38798,1,No,Yes,No,Resident
HH00339,Mandalay,Mandalay,6,361276.0,Y,305118,128476,8,Yes,No,No,Resident
HH00340,Tanintharyi,Myeik,6,388054.0,Yes,774117,64428,0,Yes,Yes,No,Resident
HH00341,Shan South,Pekon,1,352105.0,Y,874502,75402,1,Y,No,No,Resident
HH00342,Kachin,Myitkyina,5,74973.0,No,0,0,3,Yes,No,No,Resident
HH00343,Shan South,Hopong,3,216242.0,No,0,0,0,No,No,No,Resident
HH00344,Rakhine,Kyaukphyu,8,592997.0,Yes,784055,38242,4,No,No,No,IDP
HH00345,Mon,Ye,3,,Y,1374640,48917,8,Yes,No,No,IDP
HH00346,Chin,Tedim,5,282063.0,Y,1194606,66501,0,Unknown,No,Yes,IDP
HH00347,Tanintharyi,Myeik,4,348050.0,No,0,0,0,Y,No,No,Resident
HH00348,Tanintharyi,Myeik,5,733852.0,yes,932484,108040,12,Yes,Yes,No,Resident
HH00349,Mandalay,Kyaukse,4,558349.0,yes,1051398,37172,0,No,No,No,IDP
HH00350,Mandalay,Mandalay,6,319709.0,Yes,1026472,158090,0,Yes,Yes,No,Resident
HH00351,Rakhine,Sittwe,3,654812.0,Y,559457,76562,12,No,Yes,No,Resident
HH00352,Sagaing,Monywa,7,286707.0,No,0,0,8,Yes,Yes,No,Resident
HH00353,Kachin,Bhamo,5,601638.0,no,0,0,3,Yes,No,No,Resident
HH00354,Kayin,Hpa-An,6,175402.0,Yes,466794,59410,2,Yes,Yes,No,Resident
HH00355,Tanintharyi,Dawei,7,613186.0,Yes,1248998,29809,8,Yes,No,No,Resident
HH00356,Tanintharyi,Kawthaung,9,346896 MMK,No,0,0,3,Yes,No,No,Resident
HH00357,Mandalay,Kyaukse,3,234869.0,Yes,320258,147491,3,Yes,No,No,Resident
HH00358,Mon,Thaton,4,380914.0,Y,868592,170417,4,Unknown,No,No,Resident
HH00359,Magwe,Magway,3,469922.0,No,0,0,3,Yes,No,No,IDP
HH00360,Ayeyarwady,Myaungmya,4,330945 MMK,Yes,492346,80683,2,Yes,No,No,Resident
HH00361,Bago,Taungoo,5,519712.0,Y,418763,81449,1,Yes,No,No,Resident
HH00362,Mon,Mawlamyine,9,315061.0,yes,29066,105823,2,No,No,No,Resident
HH00363,Chin,Matupi,9,531667.0,N,0,0,2,Yes,No,Yes,Resident
HH00364,Mon,Thaton,5,499600.0,No,0,0,1,No,No,No,IDP
HH00365,Magway,Minbu,5,409034.0,Yes,763216,72410,1,No,No,Yes,Resident
HH00366,Rakhine,Mrauk-U,7,340551.0,Yes,513372,34736,4,Yes,No,No,Resident
HH00367,Kayin,Hpa-An,8,447277.0,yes,904700,22301,1,Unknown,Yes,No,Resident
HH00368,Kachin,Putao,3,519046.0,N,0,0,0,Yes,Yes,No,Resident
HH00369,Sagaing,Monywa,5,791124.0,Y,829164,168350,1,No,Yes,Yes,Resident
HH00370,Ayeyarwady,Myaungmya,7,589096.0,yes,1169933,7269,1,Yes,Yes,Yes,IDP
HH00371,Kachin,Myitkyina,4,595678.0,Yes,462142,93965,4,No,Yes,No,Resident
HH00372,Shan North,Lashio,4,975932.0,Y,625401,12027,1,Y,No,No,IDP
HH00373,Kayah,Demoso,9,512873.0,Yes,784861,74549,1,Yes,No,No,Resident
HH00374,Kayah,Hpruso,9,507236.0,Yes,1320014,63605,4,Yes,No,No,Resident
HH00375,Mon,Thaton,7,546723.0,No,0,0,0,Yes,No,No,IDP
HH00376,Magway,Pakokku,6,238386.0,No,0,0,0,Yes,No,Yes,Resident
HH00377,Ayeyarwady,Pathein,4,,no,0,0,4,Unknown,Yes,No,IDP
HH00378,Ayeyarwady,Myaungmya,4,328890.0,No,0,0,2,No,No,No,Resident
HH00379,Kayah,Hpruso,5,536571.0,yes,1058801,17981,4,No,No,No,Resident
HH00380,Chin,Hakha,5,,N,0,0,4,Unknown,No,No,Resident
HH00381,Sagaing,Shwebo,5,444880.0,Y,290197,107475,8,Y,No,No,Resident
HH00382,Tanintharyi,Dawei,5,615742.0,no,0,0,0,Y,No,Yes,IDP
HH00383,Tanintharyi,Dawei,4,575367.0,No,0,0,4,Yes,Yes,No,Resident
HH00384,Chin,Matupi,6,390890.0,No,0,0,3,Yes,No,No,Resident
HH00385,Sagaing,Shwebo,4,299401.0,Yes,1029306,31917,1,Yes,Yes,No,IDP
HH00386,Magway,Pakokku,4,624349.0,Yes,658427,12829,8,Yes,Yes,No,Resident
HH00387,Sagaing,Shwebo,3,559300.0,yes,586573,112662,1,Yes,Yes,No,IDP
HH00388,Bago,Pyay,3,130874.0,No,0,0,8,Yes,Yes,No,IDP
HH00389,Mon,Mawlamyine,7,363632.0,No,0,0,2,Yes,No,No,Resident
HH00390,Mandalay,Kyaukse,4,449793.0,Yes,497765,63793,2,Yes,No,No,Resident
HH00391,Ayeyarwady,Pathein,3,560189.0,No,0,0,0,Yes,Yes,No,Returnee
HH00392,Mandalay,Mandalay,6,,N,0,0,8,Yes,No,No,Resident
HH00393,Kayah,Hpruso,5,471103.0,Yes,254572,45824,2,Yes,No,No,Resident
HH00394,Shan South,Hopong,1,525345.0,N,0,0,0,Yes,No,No,IDP
HH00395,Ayeyarwady,Pathein,4,431545.0,Y,1265339,78282,0,No,No,No,Resident
HH00396,Mon,Ye,3,298707.0,N,0,0,4,No,No,No,IDP
HH00397,Sagaing,Shwebo,5,372972.0,Yes,299192,60835,0,Yes,No,No,Resident
HH00398,Mandalay,Myingyan,4,423418.0,Y,90900,29363,2,Yes,No,No,IDP
HH00399,Chin,Matupi,2,413758.0,Yes,1126119,68588,3,Yes,No,No,Resident
HH00400,Kachin,Bhamo,2,80597.0,No,0,0,1,Yes,No,No,Resident
HH00401,Tanintharyi,Myeik,5,348453.0,N,0,0,2,Yes,No,No,IDP
HH00402,Ayeyarwady,Hinthada,1,430117.0,Y,1311756,70709,1,Unknown,Yes,No,Resident
HH00403,Kachin,Putao,7,369353.0,Yes,637407,103840,8,Yes,No,No,Resident
HH00404,Tanintharyi,Dawei,3,375572.0,yes,20000,84222,8,Yes,No,No,IDP
HH00405,Kayin,Hpa-An,5,507838.0,Yes,632855,141872,1,No,No,No,Returnee
HH00406,Rakhine,Sittwe,4,225788.0,Y,987638,23984,2,Yes,No,No,Returnee
HH00407,Kayin,Hpa-An,4,126952.0,no,0,0,2,Yes,No,No,Resident
HH00408,Mandalay,Mandalay,2,357329.0,Y,1084749,63196,12,Yes,Yes,No,Resident
HH00409,Tanintharyi,Dawei,6,557541.0,yes,333441,83870,1,N,No,No,Resident
HH00410,Sagaing,Kalay,7,723760 MMK,Y,579031,144231,2,Yes,No,No,Resident
HH00411,Mandalay,Mandalay,1,560783.0,N,0,0,8,No,No,No,Resident
HH00412,Chin,Matupi,3,155713.0,Y,769218,84255,0,Y,No,No,Resident
HH00413,Chin,Hakha,7,378174.0,Y,965226,124179,2,Yes,Yes,No,Resident
HH00414,Magway,Minbu,5,466194.0,Yes,924262,138876,0,No,No,No,Resident
HH00415,Sagaing,Monywa,3,451966 MMK,N,0,0,2,Yes,No,No,Resident
HH00416,Shan North,Muse,3,517075.0,Yes,863039,82544,1,Yes,Yes,No,Resident
HH00417,Tanintharyi,Dawei,5,254931.0,no,0,0,12,Yes,No,No,Resident
HH00418,Magway,Magway,6,431690.0,Yes,1083710,70910,1,Unknown,Yes,Yes,IDP
HH00419,Kachin,Bhamo,5,495658.0,Yes,661636,152471,0,Yes,No,Yes,Returnee
HH00420,Rakhine,Mrauk-U,8,568621.0,yes,1217673,74632,4,Yes,No,Yes,Resident
HH00421,Mon,Thaton,5,274971.0,Yes,491257,140843,4,N,Yes,No,IDP
HH00422,Shan North,Muse,4,357872.0,No,0,0,3,Yes,No,No,IDP
HH00423,Ayeyarwady,Myaungmya,5,50000.0,N,0,0,3,N,No,No,Resident
HH00424,Shan South,Pekon,4,308137.0,Yes,930146,89201,1,No,No,No,Resident
HH00425,Kayah,Demoso,3,325605.0,Yes,537345,89926,3,No,No,Yes,Resident
HH00426,Mandalay,Mandalay,2,236475.0,No,0,0,0,No,Yes,No,Resident
HH00427,Mon,Thaton,4,449810.0,Yes,642402,45105,0,No,Yes,Yes,Resident
HH00428,Bago,Bago,6,409930.0,Yes,695165,86944,8,Yes,No,Yes,Resident
HH00429,Sagaing,Monywa,1,50000.0,Yes,518612,115672,3,Unknown,Yes,Yes,IDP
HH00430,Ayeyarwady,Myaungmya,4,458791.0,No,0,0,1,N,No,No,Resident
HH00431,Magway,Pakokku,5,252902.0,Yes,1101091,118645,0,N,No,No,Resident
HH00432,Ayeyarwady,Hinthada,5,507424.0,Yes,553313,109012,8,No,Yes,No,Returnee
HH00433,Bago,Taungoo,6,189267.0,Y,677286,19391,0,No,No,Yes,Returnee
HH00434,Magway,Minbu,6,425401.0,Y,885455,81576,1,No,No,No,IDP
HH00435,Kayin,Hpa-An,6,369031.0,Yes,1557742,140577,0,Yes,No,No,IDP
HH00436,Magway,Pakokku,2,474558.0,Yes,898903,86213,0,Yes,Yes,No,Returnee
HH00437,Rakhine,Mrauk-U,5,,yes,707303,29834,1,No,No,Yes,Resident
HH00438,Mon,Thaton,5,374070.0,Y,41354,35735,12,No,No,No,IDP
HH00439,Magway,Minbu,3,143471.0,No,0,0,1,Yes,No,No,Resident
HH00440,Kayah,Loikaw,2,154103.0,No,0,0,2,Yes,No,No,Resident
HH00441,Tanintharyi,Dawei,3,314900.0,Yes,633299,5000,3,No,No,No,Resident
HH00442,Kachin,Myitkyina,4,418510.0,yes,459487,63857,2,Yes,No,No,Resident
HH00443,Magway,Minbu,4,310515.0,yes,574601,45222,3,Unknown,No,No,Resident
HH00444,Kayin,Hpa-An,3,532538 MMK,yes,530470,152575,3,No,No,Yes,Resident
HH00445,Rakhine,Mrauk-U,7,,Yes,881751,49786,2,Yes,Yes,No,Resident
HH00446,Shan North,Lashio,8,246298.0,Yes,626078,73726,3,Yes,No,No,Resident
HH00447,Kachin,Myitkyina,3,369943.0,Yes,381216,40389,4,No,No,No,Resident
HH00448,Tanintharyi,Kawthaung,8,,Yes,1003683,56110,3,Yes,Yes,No,IDP
HH00449,Rakhine,Sittwe,1,478479.0,No,0,0,4,Y,No,No,Resident
HH00450,Kachin,Myitkyina,8,758108.0,Y,266856,73059,0,Yes,No,No,Resident
HH00451,Tanintharyi,Kawthaung,8,299596.0,Yes,691303,5000,3,Yes,Yes,Yes,Resident
HH00452,Mon,Thaton,1,406774.0,yes,635739,114059,3,Yes,No,No,IDP
HH00453,Kayin,Hpa-An,6,496702.0,Yes,807930,175341,1,No,No,No,Resident
HH00454,Sagaing,Shwebo,9,415784.0,Yes,1087888,140202,8,Unknown,No,No,Resident
HH00455,Shan South,Hopong,7,329889.0,yes,1630030,109117,1,N,No,No,Resident
HH00456,Rakhine,Mrauk-U,9,141134.0,N,0,0,1,Yes,No,No,IDP
HH00457,Mandalay,Kyaukse,5,328050.0,No,0,0,8,Y,No,No,Returnee
HH00458,Shan South,Pekon,2,226734.0,Y,707075,118818,1,Yes,Yes,No,IDP
HH00459,Bago,Pyay,7,109211.0,Yes,454267,79846,1,No,Yes,No,IDP
HH00460,Magway,Pakokku,5,276778.0,Yes,423295,92909,1,N,No,Yes,Resident
HH00461,Ayeyarwady,Myaungmya,5,231523.0,No,0,0,8,Yes,No,No,Resident
HH00462,Magwe,Minbu,4,525082.0,No,0,0,2,Unknown,No,No,Resident
HH00463,Ayeyarwady,Pathein,5,528197.0,Y,421832,44088,3,Yes,No,Yes,Resident
HH00464,Kayah,Hpruso,3,257302.0,Yes,794716,68803,4,Yes,No,No,Returnee
HH00465,Sagaing,Kalay,6,373159.0,Y,20000,9500,2,No,No,No,Returnee
HH00466,Tanintharyi,Kawthaung,2,85516.0,N,0,0,8,N,No,No,Resident
HH00467,Mandalay,Kyaukse,6,331019.0,Yes,248457,35266,4,Yes,No,No,Resident
HH00468,Shan South,Pekon,7,491817.0,Yes,795048,84852,1,Y,No,No,Resident
HH00469,Mandalay,Myingyan,5,568489.0,No,0,0,12,Yes,No,Yes,Resident
HH00470,Tanintharyi,Dawei,5,291652.0,N,0,0,2,No,Yes,No,Resident
HH00471,Ayeyarwady,Myaungmya,4,609334.0,Y,1022848,108876,0,No,No,No,Resident
HH00472,Bago,Taungoo,8,147175.0,N,0,0,1,Yes,Yes,No,Resident
HH00473,Kayin,Kawkareik,6,195427.0,No,0,0,2,No,No,No,Resident
HH00474,Kayin,Myawaddy,4,547739.0,Yes,1025166,102378,0,No,No,No,Resident
HH00475,Shan South,Pekon,3,720802.0,Y,723388,124471,2,Yes,No,No,IDP
HH00476,Ayeyarwady,Pathein,3,508818.0,Yes,971794,91924,1,Yes,No,No,Resident
HH00477,Bago,Taungoo,5,412738.0,N,0,0,2,Yes,No,No,Resident
HH00478,sagaing,Shwebo,8,50000.0,Yes,1094875,5000,0,Unknown,No,No,Resident
HH00479,Shan North,Lashio,6,55960.0,Yes,548338,61239,4,No,No,No,IDP
HH00480,Magway,Minbu,3,443294.0,Y,1053439,145713,1,Y,No,No,Resident
HH00481,Kachin,Bhamo,7,355549.0,No,0,0,0,No,No,No,IDP
HH00482,Bago,Pyay,4,220950.0,Y,142437,138503,1,Y,Yes,Yes,Resident
HH00483,Chin,Hakha,7,431796.0,No,0,0,2,Yes,Yes,No,Resident
HH00484,Bago,Taungoo,3,,yes,239994,23645,3,Yes,Yes,No,Resident
HH00485,Kayin,Myawaddy,5,589995.0,yes,568000,60681,2,No,No,No,IDP
HH00486,Chin,Matupi,8,,yes,104554,104245,0,Yes,Yes,No,Returnee
HH00487,Kachin,Putao,3,641111.0,Y,887791,122432,8,Yes,No,No,IDP
HH00488,Rakhine,Sittwe,6,421439.0,Y,498291,73219,2,No,No,No,IDP
HH00489,Ayeyarwady,Pathein,9,399240.0,Y,639350,150960,0,Y,No,No,Resident
HH00490,Shan South,Hopong,3,611576.0,No,0,0,4,No,No,No,Resident
HH00491,Tanintharyi,Myeik,2,243881.0,No,0,0,3,Yes,No,Yes,Resident
HH00492,Mon,Thaton,6,926601.0,Y,20000,31938,3,Unknown,No,No,Resident
HH00493,Ayeyarwady,Pathein,4,487546 MMK,Yes,651939,26149,1,Yes,No,No,Resident
HH00494,Shan South,Pekon,2,488549.0,Yes,559588,69327,1,Yes,Yes,No,IDP
HH00495,Kachin,Putao,5,514517.0,yes,419810,77901,2,Unknown,No,Yes,IDP
HH00496,Kayah,Loikaw,6,757885.0,Yes,869852,64368,0,Y,Yes,No,IDP
HH00497,Magway,Magway,4,562651.0,Y,491382,67541,1,N,No,No,Resident
HH00498,Kayah,Hpruso,4,131090.0,Y,647397,5000,12,Y,No,No,IDP
HH00499,Mon,Mawlamyine,7,672625.0,Yes,811544,54705,3,No,Yes,No,IDP
HH00500,Kayah,Loikaw,5,358639.0,yes,1091537,101597,1,Yes,Yes,No,IDP
HH00501,Magway,Minbu,7,439288.0,Yes,1059523,29505,1,Yes,No,No,Resident
HH00502,Shan North,Lashio,4,189734.0,yes,520015,19089,3,N,No,No,Resident
HH00503,Tanintharyi,Myeik,8,514716.0,N,0,0,1,Y,Yes,No,IDP
HH00504,Mon,Thaton,5,302753.0,Yes,403183,131345,0,Yes,Yes,Yes,Returnee
HH00505,Chin,Matupi,2,438031.0,Yes,1170622,23334,0,Yes,Yes,No,Resident
HH00506,Kayin,Hpa-An,7,368862.0,Yes,489603,71571,3,Yes,No,Yes,Resident
HH00507,Rakhine,Mrauk-U,5,766502.0,No,0,0,3,Yes,Yes,Yes,Resident
HH00508,Chin,Hakha,3,776807.0,Yes,854962,5000,0,Y,No,Yes,Resident
HH00509,Chin,Matupi,3,428372.0,no,0,0,0,Yes,No,Yes,IDP
HH00510,Chin,Tedim,6,431516.0,Yes,88950,97033,3,Yes,Yes,No,Resident
HH00511,Tanintharyi,Myeik,2,352780.0,yes,20000,54894,2,N,No,No,Resident
HH00512,Ayeyarwady,Hinthada,4,619081.0,Yes,706732,93705,3,No,Yes,No,Resident
HH00513,Bago,Bago,3,,no,0,0,0,Yes,No,No,Resident
HH00514,Bago,Taungoo,4,344159.0,Yes,600399,58541,3,Yes,Yes,No,Resident
HH00515,Tanintharyi,Myeik,4,596147.0,No,0,0,8,Yes,No,No,Resident
HH00516,Magway,Pakokku,5,323106.0,Y,945600,87834,2,Yes,No,No,Resident
HH00517,Mon,Thaton,4,413204.0,Yes,423544,76698,0,Yes,No,No,Returnee
HH00518,Sagaing,Kalay,1,135364.0,yes,784109,152321,3,Yes,No,No,IDP
HH00519,Kayin,Kawkareik,5,546754.0,Yes,925213,129655,1,Yes,No,No,Returnee
HH00520,Shan South,Pekon,4,769356.0,Y,436287,51412,0,Yes,No,No,Resident
HH00521,Kayah,Loikaw,5,549821.0,Y,567617,68539,1,Yes,Yes,No,IDP
HH00522,Mandalay,Kyaukse,2,683124.0,Y,297191,131967,8,Unknown,No,No,Resident
HH00523,Mandalay,Kyaukse,1,267702.0,Yes,959173,61244,1,Yes,No,No,Resident
HH00524,Bago,Pyay,3,462538.0,Yes,874599,85030,8,Yes,No,Yes,Resident
HH00525,Kachin,Myitkyina,4,250231.0,Yes,901940,14506,2,N,No,No,Resident
HH00526,Kachin,Bhamo,4,379002.0,Yes,599019,72388,2,Yes,No,No,Resident
HH00527,Mon,Thaton,6,558998.0,Yes,868275,46720,0,Yes,Yes,No,IDP
HH00528,Mandalay,Myingyan,4,438328.0,no,0,0,3,Y,Yes,No,IDP
HH00529,Mon,Thaton,5,165725.0,Y,20000,26324,0,No,No,Yes,Resident
HH00530,Mon,Thaton,5,183295.0,Y,628633,77875,2,Yes,No,No,Resident
HH00531,Shan South,Pekon,1,171390.0,No,0,0,1,No,No,Yes,IDP
HH00532,Mandalay,Mandalay,5,508461.0,Yes,1239312,101224,1,No,No,No,Resident
HH00533,Mandalay,Mandalay,4,791501.0,Y,678536,73542,2,Yes,No,No,Resident
HH00534,Chin,Matupi,4,665242.0,Yes,1036464,48445,0,Yes,No,No,IDP
HH00535,Shan South,Hopong,2,78723.0,No,0,0,1,Yes,No,No,Resident
HH00536,Mandalay,Myingyan,6,675794.0,No,0,0,12,Y,Yes,Yes,IDP
HH00537,Kayin,Myawaddy,8,588552.0,Y,600901,25983,0,Yes,No,No,Resident
HH00538,Magway,Pakokku,1,141846.0,no,0,0,1,Yes,No,No,IDP
HH00539,Rakhine,Kyaukphyu,5,365424.0,Yes,1146617,92662,1,Yes,No,No,Resident
HH00540,Sagaing,Shwebo,6,617194.0,No,0,0,1,N,Yes,Yes,IDP
HH00541,Shan North,Lashio,4,519078.0,Yes,402367,69850,3,Yes,No,No,Resident
HH00542,Sagaing,Kalay,6,184363.0,No,0,0,1,Yes,No,No,IDP
HH00543,Mandalay,Myingyan,5,529934.0,N,0,0,2,Yes,No,No,IDP
HH00544,Mandalay,Myingyan,8,50000.0,Yes,828378,63718,3,No,No,No,Resident
HH00545,Bago,Bago,9,379892.0,Y,462935,45558,1,Yes,No,No,Resident
HH00546,Sagaing,Kalay,2,624832.0,No,0,0,8,N,No,No,Resident
HH00547,Kayin,Myawaddy,4,423311.0,Yes,768637,58888,12,Yes,No,No,Resident
HH00548,Shan South,Pekon,5,330191.0,no,0,0,0,Yes,No,No,Resident
HH00549,Rakhine,Kyaukphyu,3,580082.0,No,0,0,1,Yes,Yes,No,Resident
HH00550,Shan North,Muse,4,595455.0,N,0,0,1,Yes,No,No,Resident
HH00551,Bago,Bago,9,655807.0,No,0,0,0,Yes,No,No,Returnee
HH00552,Kayah,Loikaw,1,577382.0,no,0,0,2,Y,No,No,Resident
HH00553,Bago,Pyay,4,614647.0,Yes,491185,14877,2,Yes,Yes,No,Resident
HH00554,Kachin,Putao,7,551924.0,No,0,0,1,No,No,Yes,Resident
HH00555,Tanintharyi,Kawthaung,4,467795 MMK,N,0,0,1,Yes,No,Yes,Resident
HH00556,Rakhine,Mrauk-U,5,436112.0,No,0,0,1,No,No,No,Resident
HH00557,Ayeyarwady,Myaungmya,9,377293.0,No,0,0,12,Yes,No,No,IDP
HH00558,Mon,Ye,5,201774.0,no,0,0,8,No,No,No,Resident
HH00559,Bago,Pyay,3,248044.0,Y,677174,66845,0,Yes,No,No,Resident
HH00560,Bago,Pyay,2,369237.0,Y,537423,83945,3,Unknown,No,No,Resident
HH00561,Rakhine,Kyaukphyu,8,463461.0,Y,911801,106570,2,N,No,No,Resident
HH00562,Sagaing,Shwebo,4,679346.0,yes,843455,64170,3,Y,No,No,IDP
HH00563,Kayin,Hpa-An,5,412476.0,yes,451551,28024,2,N,No,No,Resident
HH00564,Mandalay,Myingyan,2,600626.0,Y,442395,75884,8,Yes,No,No,Resident
HH00565,Mon,Thaton,4,614277.0,Yes,374800,79323,0,Yes,No,No,Resident
HH00566,Chin,Tedim,8,378340.0,Yes,312090,5000,1,Yes,No,No,Resident
HH00567,Chin,Matupi,5,527044.0,Y,936792,53651,12,N,No,No,Resident
HH00568,Chin,Matupi,9,376165.0,yes,357038,25777,0,Yes,No,No,Resident
HH00569,Shan South,Taunggyi,3,657984.0,No,0,0,0,Yes,Yes,Yes,Returnee
HH00570,Rakhine,Mrauk-U,5,534452.0,Yes,798063,136871,3,No,Yes,Yes,Resident
HH00571,Tanintharyi,Dawei,7,205713.0,Yes,508924,65300,4,Yes,No,No,Resident
HH00572,Kayah,Demoso,4,449074.0,Y,1025071,5000,3,No,No,No,IDP
HH00573,Chin,Tedim,4,716660.0,yes,1338404,184985,4,Yes,No,No,Resident
HH00574,Sagaing,Shwebo,7,387378.0,Yes,20000,70612,3,No,No,No,Resident
HH00575,Sagaing,Kalay,4,500589.0,Y,398369,63085,0,N,No,No,IDP
HH00576,Kayah,Demoso,5,518258.0,N,0,0,2,No,No,No,IDP
HH00577,Mon,Thaton,9,233408.0,no,0,0,4,Yes,No,No,IDP
HH00578,Rakhine,Mrauk-U,3,511927.0,Yes,503565,111529,8,Yes,No,No,IDP
HH00579,Mon,Mawlamyine,4,169110.0,no,0,0,1,Yes,No,No,Resident
HH00580,Magway,Pakokku,1,307388.0,Y,610601,34009,0,Yes,No,No,IDP
HH00581,Magway,Minbu,4,613630.0,N,0,0,4,No,Yes,No,Resident
HH00582,Bago,Bago,3,484216.0,Yes,589735,98165,1,Yes,No,Yes,Resident
HH00583,Magway,Pakokku,6,365194.0,Y,235698,5000,0,Yes,No,Yes,IDP
HH00584,Sagaing,Kalay,3,500363.0,Y,1347460,46091,4,Yes,No,No,IDP
HH00585,Kayah,Loikaw,6,409183.0,Yes,601926,57099,2,N,Yes,No,IDP
HH00586,Mon,Thaton,4,422264.0,No,0,0,1,Yes,No,No,Resident
HH00587,Shan North,Laukkaing,4,538227.0,Y,841831,154776,0,Yes,Yes,No,IDP
HH00588,Magway,Magway,4,289074.0,Y,852977,6674,0,Yes,No,No,Resident
HH00589,Bago,Bago,6,427261.0,Yes,165557,57047,4,Yes,No,No,IDP
HH00590,Bago,Bago,5,,No,0,0,2,N,No,No,Resident
HH00591,Bago,Taungoo,4,134591.0,Yes,556118,5000,0,Yes,No,No,Resident
HH00592,Mon,Mawlamyine,7,254318.0,yes,936769,26116,1,No,No,No,IDP
HH00593,Chin,Matupi,5,702277.0,no,0,0,0,No,No,Yes,Resident
HH00594,Tanintharyi,Dawei,3,489250.0,Yes,1172656,156928,0,Y,No,No,Resident
HH00595,Kachin,Myitkyina,7,181754.0,Yes,563111,94754,1,No,No,No,Returnee
HH00596,Bago,Taungoo,4,142736.0,Yes,218818,103065,2,No,No,Yes,Resident
HH00597,Shan South,Hopong,1,399810.0,No,0,0,1,Yes,Yes,No,Resident
HH00598,Ayeyarwady,Myaungmya,5,701014.0,yes,475633,26074,1,Yes,No,No,Resident
HH00599,Shan South,Hopong,3,,Y,548733,54041,2,No,Yes,No,Resident
HH00600,Shan South,Taunggyi,3,655260.0,Yes,536194,117736,1,No,No,No,Resident
HH00601,Shan South,Hopong,6,483348.0,Yes,375142,153076,0,Yes,No,No,Resident
HH00602,Ayeyarwady,Myaungmya,3,504825.0,Yes,186229,147694,0,Yes,Yes,No,Resident
HH00603,Ayeyarwady,Pathein,6,179570.0,yes,294221,74954,0,Yes,No,No,Resident
HH00604,Magway,Pakokku,8,588754.0,Y,478431,59532,1,Yes,No,No,Resident
HH00605,Bago,Taungoo,5,359712.0,Y,930475,142492,3,Yes,No,No,Resident
